ulpin,compensation_gap_index,compensation_gap_band,compensation_gap_reason,litigation_propensity_score,litigation_propensity_band,litigation_propensity_reason,heir_claim_count,undocumented_claims,contested_claims,share_total_pct,succession_risk_band,succession_reason
33-014-017-126907,74.37,High,Compensation sanctioned is 49% below the circle-rate benchmark,74.48,High,A court stay is in force — the acquisition cannot proceed until it is vacated,3,2,0,91.1,Medium,2 heir claim(s) without documentary proof — mutation not established
33-014-019-817481,32.93,Low,Only 24% of the sanctioned award has actually been disbursed,75.39,High,A court stay is in force — the acquisition cannot proceed until it is vacated,4,3,0,100.0,Medium,3 heir claim(s) without documentary proof — mutation not established
33-014-019-969365,40.09,Medium,Only 20% of the sanctioned award has actually been disbursed,8.57,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-014-020-266749,47.51,Medium,Compensation sanctioned is 26% below the circle-rate benchmark,17.46,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-014-021-996444,47.73,Medium,Only 22% of the sanctioned award has actually been disbursed,39.6,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,1,0,0,100.0,Low,All heirship claims documented
33-014-022-104665,18.25,Low,Compensation is close to the circle-rate benchmark and largely disbursed,5.43,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-014-023-215297,51.67,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,69.55,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-014-024-980887,41.45,Medium,Only 32% of the sanctioned award has actually been disbursed,46.53,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,1,0,0,100.0,Low,All heirship claims documented
33-023-003-111318,65.44,Medium,Compensation sanctioned is 34% below the circle-rate benchmark,25.66,Low,Dispute at Filed with 1 matter(s) on file,2,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-023-003-347613,83.86,High,Compensation sanctioned is 61% below the circle-rate benchmark,22.37,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-005-642414,42.05,Medium,Compensation sanctioned is 25% below the circle-rate benchmark,55.69,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-005-660187,47.31,Medium,Only 19% of the sanctioned award has actually been disbursed,56.88,Medium,Dispute at Filed with 8 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-007-616189,42.32,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,4.63,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-008-109672,21.11,Low,Compensation is close to the circle-rate benchmark and largely disbursed,23.6,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-009-186086,29.77,Low,Compensation is close to the circle-rate benchmark and largely disbursed,23.46,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-009-270578,15.36,Low,Compensation is close to the circle-rate benchmark and largely disbursed,5.14,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-011-896950,49.39,Medium,Only 10% of the sanctioned award has actually been disbursed,27.06,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-012-198673,38.39,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,4.48,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-012-541773,35.56,Medium,Only 5% of the sanctioned award has actually been disbursed,38.04,Medium,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-012-727675,59.94,Medium,Compensation sanctioned is 42% below the circle-rate benchmark,63.73,Medium,Dispute at Under Hearing with 5 matter(s) on file,4,3,0,96.3,Medium,3 heir claim(s) without documentary proof — mutation not established
33-023-012-850145,75.99,High,Compensation sanctioned is 50% below the circle-rate benchmark,50.22,Medium,Dispute at Filed with 3 matter(s) on file,3,1,0,91.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-023-013-164968,26.42,Low,Compensation is close to the circle-rate benchmark and largely disbursed,8.55,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-016-503673,65.05,Medium,Compensation sanctioned is 48% below the circle-rate benchmark,17.73,Low,"Clear title, no live litigation on record",3,0,1,100.0,High,Competing heirship claims over the same parcel
33-023-018-119955,63.96,Medium,Compensation sanctioned is 28% below the circle-rate benchmark,45.83,Medium,Dispute at Under Hearing with 5 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-018-457297,27.81,Low,Compensation is close to the circle-rate benchmark and largely disbursed,9.84,Low,"Clear title, no live litigation on record",4,2,0,100.0,Medium,2 heir claim(s) without documentary proof — mutation not established
33-023-020-307456,41.24,Medium,Only 18% of the sanctioned award has actually been disbursed,45.53,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,3,0,1,100.0,High,Competing heirship claims over the same parcel
33-023-020-563851,18.0,Low,Compensation is close to the circle-rate benchmark and largely disbursed,29.86,Low,Dispute at Under Hearing with 1 matter(s) on file,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-023-021-091857,21.38,Low,Only 48% of the sanctioned award has actually been disbursed,13.0,Low,"Clear title, no live litigation on record",2,1,1,85.9,High,Competing heirship claims over the same parcel
33-023-021-127686,52.96,Medium,Only 41% of the sanctioned award has actually been disbursed,56.48,Medium,Dispute at Under Hearing with 1 matter(s) on file,3,1,0,96.5,Medium,1 heir claim(s) without documentary proof — mutation not established
33-023-021-442104,32.84,Low,Only 28% of the sanctioned award has actually been disbursed,7.21,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-022-052203,49.33,Medium,Compensation sanctioned is 33% below the circle-rate benchmark,69.21,High,Dispute at Under Hearing with 4 matter(s) on file,2,0,2,87.9,High,Competing heirship claims over the same parcel
33-023-023-868422,34.73,Medium,Only 28% of the sanctioned award has actually been disbursed,13.96,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-024-149241,89.08,High,Compensation sanctioned is 49% below the circle-rate benchmark,20.7,Low,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-024-641523,63.51,Medium,Compensation sanctioned is 46% below the circle-rate benchmark,5.76,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-023-024-849398,37.4,Medium,Only 30% of the sanctioned award has actually been disbursed,7.59,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-001-161337,46.13,Medium,Only 27% of the sanctioned award has actually been disbursed,4.99,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-001-173185,45.13,Medium,Only 21% of the sanctioned award has actually been disbursed,27.1,Low,Dispute at Filed with 2 matter(s) on file,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-031-001-407630,55.66,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,9.13,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-002-770404,36.32,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,32.22,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-004-898735,13.01,Low,Compensation is close to the circle-rate benchmark and largely disbursed,37.33,Medium,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-005-241965,49.24,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,25.18,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-005-708302,32.16,Low,Compensation is close to the circle-rate benchmark and largely disbursed,4.18,Low,"Clear title, no live litigation on record",1,0,0,73.7,Low,All heirship claims documented
33-031-006-380149,41.3,Medium,Only 12% of the sanctioned award has actually been disbursed,6.52,Low,"Clear title, no live litigation on record",3,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-031-006-445132,40.11,Medium,Only 44% of the sanctioned award has actually been disbursed,8.12,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-008-004122,51.95,Medium,Compensation sanctioned is 36% below the circle-rate benchmark,51.43,Medium,Dispute at Filed with 3 matter(s) on file,3,0,0,100.0,Medium,3 heirs on one parcel — consent risk at award
33-031-010-491079,35.09,Medium,Only 50% of the sanctioned award has actually been disbursed,33.67,Medium,Dispute at Under Hearing with 1 matter(s) on file,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-031-011-156622,44.82,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,68.4,High,A court stay is in force — the acquisition cannot proceed until it is vacated,3,1,0,86.1,Medium,1 heir claim(s) without documentary proof — mutation not established
33-031-011-842506,32.37,Low,Compensation is close to the circle-rate benchmark and largely disbursed,63.65,Medium,Dispute at Filed with 4 matter(s) on file,4,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-031-012-609327,53.83,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,59.68,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,2,0,2,100.0,High,Competing heirship claims over the same parcel
33-031-012-725380,53.93,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,3.12,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-013-524134,49.56,Medium,Compensation sanctioned is 26% below the circle-rate benchmark,53.14,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-014-681066,75.39,High,Compensation sanctioned is 57% below the circle-rate benchmark,38.56,Medium,Dispute at Under Hearing with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-016-364585,44.31,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,34.4,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-016-649876,88.06,High,Compensation sanctioned is 63% below the circle-rate benchmark,20.54,Low,"Clear title, no live litigation on record",3,0,0,100.0,Medium,3 heirs on one parcel — consent risk at award
33-031-017-145427,19.92,Low,Compensation is close to the circle-rate benchmark and largely disbursed,50.85,Medium,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-017-369786,38.4,Medium,Only 41% of the sanctioned award has actually been disbursed,9.66,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-018-828945,27.04,Low,Compensation is close to the circle-rate benchmark and largely disbursed,47.82,Medium,Dispute at Under Hearing with 3 matter(s) on file,3,2,0,90.6,Medium,2 heir claim(s) without documentary proof — mutation not established
33-031-019-065120,16.78,Low,Compensation is close to the circle-rate benchmark and largely disbursed,49.94,Medium,Dispute at Under Hearing with 2 matter(s) on file,3,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-031-020-687626,56.09,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,40.97,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-021-185290,12.52,Low,Compensation is close to the circle-rate benchmark and largely disbursed,4.27,Low,"Clear title, no live litigation on record",1,1,0,80.5,Medium,1 heir claim(s) without documentary proof — mutation not established
33-031-021-496220,60.1,Medium,Only 12% of the sanctioned award has actually been disbursed,8.73,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-031-022-233231,48.94,Medium,Only 26% of the sanctioned award has actually been disbursed,17.47,Low,"Clear title, no live litigation on record",1,0,1,85.6,High,Competing heirship claims over the same parcel
33-031-024-214066,53.84,Medium,Compensation sanctioned is 25% below the circle-rate benchmark,25.3,Low,Dispute at Filed with 1 matter(s) on file,2,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-045-002-169773,50.04,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,5.46,Low,"Clear title, no live litigation on record",3,0,3,100.0,High,Competing heirship claims over the same parcel
33-045-003-904905,33.39,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,31.11,Low,Dispute at Under Hearing with 1 matter(s) on file,2,0,1,100.0,High,Competing heirship claims over the same parcel
33-045-004-081690,32.3,Low,Compensation is close to the circle-rate benchmark and largely disbursed,41.7,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-005-622277,15.74,Low,Compensation is close to the circle-rate benchmark and largely disbursed,28.07,Low,Title is partial over fragmented holdings — objection risk at award,2,1,0,92.3,Medium,1 heir claim(s) without documentary proof — mutation not established
33-045-005-983657,34.18,Medium,Compensation sanctioned is 28% below the circle-rate benchmark,58.83,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,1,1,0,86.3,Medium,1 heir claim(s) without documentary proof — mutation not established
33-045-006-087077,43.83,Medium,Only 49% of the sanctioned award has actually been disbursed,11.78,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-007-088086,51.34,Medium,Compensation sanctioned is 32% below the circle-rate benchmark,29.49,Low,Dispute at Under Hearing with 1 matter(s) on file,4,1,1,99.4,High,Competing heirship claims over the same parcel
33-045-007-583204,31.1,Low,Only 48% of the sanctioned award has actually been disbursed,5.72,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-007-735680,43.06,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,37.68,Medium,Title is partial over fragmented holdings — objection risk at award,3,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-045-007-769939,48.21,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,60.29,Medium,Dispute at Under Hearing with 3 matter(s) on file,1,0,0,81.3,Low,All heirship claims documented
33-045-007-991413,61.8,Medium,Compensation sanctioned is 36% below the circle-rate benchmark,7.88,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-008-394565,24.99,Low,Only 42% of the sanctioned award has actually been disbursed,4.61,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-009-097812,42.71,Medium,Only 32% of the sanctioned award has actually been disbursed,75.52,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-009-108717,53.42,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,42.35,Medium,Dispute at Filed with 4 matter(s) on file,1,0,0,100.0,Low,All heirship claims documented
33-045-010-090659,28.63,Low,Compensation is close to the circle-rate benchmark and largely disbursed,43.81,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-011-531102,41.96,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,55.15,Medium,Dispute at Filed with 5 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-012-872493,55.44,Medium,Compensation sanctioned is 43% below the circle-rate benchmark,26.79,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-013-795946,55.94,Medium,Compensation sanctioned is 44% below the circle-rate benchmark,82.53,High,A court stay is in force — the acquisition cannot proceed until it is vacated,1,0,0,100.0,Low,All heirship claims documented
33-045-014-160020,24.82,Low,Compensation is close to the circle-rate benchmark and largely disbursed,78.44,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-014-879637,49.16,Medium,Compensation sanctioned is 32% below the circle-rate benchmark,50.05,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,2,0,0,100.0,Low,All heirship claims documented
33-045-015-628192,49.48,Medium,Compensation sanctioned is 42% below the circle-rate benchmark,44.33,Medium,Dispute at Filed with 4 matter(s) on file,4,3,1,93.3,High,Competing heirship claims over the same parcel
33-045-015-960454,35.65,Medium,Only 27% of the sanctioned award has actually been disbursed,30.64,Low,Dispute at Under Hearing with 1 matter(s) on file,2,0,0,89.4,Low,All heirship claims documented
33-045-018-529091,62.87,Medium,Compensation sanctioned is 48% below the circle-rate benchmark,58.19,Medium,Dispute at Under Hearing with 5 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-018-540013,33.14,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,40.63,Medium,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-018-544333,48.28,Medium,Compensation sanctioned is 39% below the circle-rate benchmark,48.03,Medium,Dispute at Under Hearing with 3 matter(s) on file,4,0,0,100.0,Medium,4 heirs on one parcel — consent risk at award
33-045-019-580019,47.41,Medium,Compensation sanctioned is 26% below the circle-rate benchmark,25.32,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-019-735619,88.92,High,Compensation sanctioned is 65% below the circle-rate benchmark,54.93,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,2,2,0,100.0,Medium,2 heir claim(s) without documentary proof — mutation not established
33-045-020-321548,31.84,Low,Only 42% of the sanctioned award has actually been disbursed,57.09,Medium,Dispute at Filed with 3 matter(s) on file,3,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-045-020-784492,20.12,Low,Compensation is close to the circle-rate benchmark and largely disbursed,11.6,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-020-990820,70.4,High,Compensation sanctioned is 31% below the circle-rate benchmark,4.61,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
33-045-021-629421,71.96,High,Compensation sanctioned is 43% below the circle-rate benchmark,16.46,Low,"Clear title, no live litigation on record",3,0,2,90.5,High,Competing heirship claims over the same parcel
33-045-022-073492,28.36,Low,Only 32% of the sanctioned award has actually been disbursed,23.0,Low,Title is partial over fragmented holdings — objection risk at award,2,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
33-045-023-585144,42.46,Medium,Only 22% of the sanctioned award has actually been disbursed,47.15,Medium,Dispute at Under Hearing with 3 matter(s) on file,2,1,0,92.0,Medium,1 heir claim(s) without documentary proof — mutation not established
36-003-001-808075,9.92,Low,Compensation is close to the circle-rate benchmark and largely disbursed,8.32,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-001-892924,14.39,Low,Compensation is close to the circle-rate benchmark and largely disbursed,29.73,Low,Dispute at Filed with 2 matter(s) on file,2,0,0,98.9,Low,All heirship claims documented
36-003-002-022189,33.22,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,22.42,Low,Title is partial over fragmented holdings — objection risk at award,3,1,1,100.0,High,Competing heirship claims over the same parcel
36-003-002-181890,41.18,Medium,Only 33% of the sanctioned award has actually been disbursed,31.42,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-002-248756,51.49,Medium,Compensation sanctioned is 32% below the circle-rate benchmark,70.19,High,Dispute at Under Hearing with 5 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-002-677210,34.97,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,31.4,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-004-933326,68.27,High,Compensation sanctioned is 44% below the circle-rate benchmark,28.81,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-005-162453,78.71,High,Compensation sanctioned is 44% below the circle-rate benchmark,30.28,Low,Dispute at Filed with 3 matter(s) on file,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
36-003-006-236093,29.65,Low,Compensation is close to the circle-rate benchmark and largely disbursed,25.48,Low,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-007-310782,36.14,Medium,Compensation sanctioned is 28% below the circle-rate benchmark,84.45,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-009-242068,32.32,Low,Compensation is close to the circle-rate benchmark and largely disbursed,27.82,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-009-708559,23.97,Low,Compensation is close to the circle-rate benchmark and largely disbursed,70.07,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-012-264469,49.47,Medium,Compensation sanctioned is 31% below the circle-rate benchmark,25.46,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-012-548101,63.28,Medium,Compensation sanctioned is 42% below the circle-rate benchmark,44.82,Medium,Dispute at Filed with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-012-771038,33.15,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,28.4,Low,Dispute at Under Hearing with 1 matter(s) on file,1,1,0,69.2,Medium,1 heir claim(s) without documentary proof — mutation not established
36-003-014-168649,56.68,Medium,Only 28% of the sanctioned award has actually been disbursed,39.97,Medium,Dispute at Under Hearing with 1 matter(s) on file,4,1,2,100.0,High,Competing heirship claims over the same parcel
36-003-016-652606,44.64,Medium,Only 28% of the sanctioned award has actually been disbursed,48.06,Medium,Dispute at Under Hearing with 3 matter(s) on file,4,0,0,96.2,Medium,4 heirs on one parcel — consent risk at award
36-003-019-565746,71.77,High,Compensation sanctioned is 47% below the circle-rate benchmark,44.25,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,3,2,0,88.3,Medium,2 heir claim(s) without documentary proof — mutation not established
36-003-019-631474,32.88,Low,Only 22% of the sanctioned award has actually been disbursed,29.87,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-020-070680,21.8,Low,Compensation is close to the circle-rate benchmark and largely disbursed,10.21,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-020-490577,32.92,Low,Only 27% of the sanctioned award has actually been disbursed,23.38,Low,Title is partial over fragmented holdings — objection risk at award,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-020-722251,57.62,Medium,Compensation sanctioned is 33% below the circle-rate benchmark,66.29,High,A court stay is in force — the acquisition cannot proceed until it is vacated,3,3,0,93.0,Medium,3 heir claim(s) without documentary proof — mutation not established
36-003-022-552861,38.44,Medium,Compensation sanctioned is 26% below the circle-rate benchmark,45.66,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-023-854605,86.96,High,Compensation sanctioned is 57% below the circle-rate benchmark,2.86,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-024-033546,55.59,Medium,Compensation sanctioned is 31% below the circle-rate benchmark,64.92,Medium,Dispute at Filed with 6 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-003-024-806495,27.29,Low,Compensation is close to the circle-rate benchmark and largely disbursed,40.58,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,1,0,0,100.0,Low,All heirship claims documented
36-011-001-148953,38.28,Medium,Compensation sanctioned is 28% below the circle-rate benchmark,34.62,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-002-604648,54.7,Medium,Compensation sanctioned is 50% below the circle-rate benchmark,41.97,Medium,Dispute at Under Hearing with 6 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-002-639503,7.56,Low,Compensation is close to the circle-rate benchmark and largely disbursed,26.0,Low,Dispute at Under Hearing with 1 matter(s) on file,4,2,0,100.0,Medium,2 heir claim(s) without documentary proof — mutation not established
36-011-003-331349,51.0,Medium,Only 12% of the sanctioned award has actually been disbursed,34.67,Medium,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-003-408319,59.68,Medium,Compensation sanctioned is 53% below the circle-rate benchmark,37.07,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-005-032698,30.65,Low,Only 27% of the sanctioned award has actually been disbursed,64.87,Medium,Dispute at Filed with 5 matter(s) on file,1,1,0,71.1,Medium,1 heir claim(s) without documentary proof — mutation not established
36-011-005-573011,63.7,Medium,Compensation sanctioned is 45% below the circle-rate benchmark,19.49,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-008-403302,39.32,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,8.72,Low,"Clear title, no live litigation on record",1,1,0,85.2,Medium,1 heir claim(s) without documentary proof — mutation not established
36-011-010-014722,70.27,High,Compensation sanctioned is 52% below the circle-rate benchmark,58.23,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,3,2,0,93.4,Medium,2 heir claim(s) without documentary proof — mutation not established
36-011-010-433055,68.48,High,Compensation sanctioned is 45% below the circle-rate benchmark,33.64,Medium,Title is partial over fragmented holdings — objection risk at award,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-011-599983,61.28,Medium,Compensation sanctioned is 50% below the circle-rate benchmark,22.81,Low,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-012-117613,49.94,Medium,Compensation sanctioned is 41% below the circle-rate benchmark,53.69,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-012-262871,29.78,Low,Compensation is close to the circle-rate benchmark and largely disbursed,35.0,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-012-562616,16.51,Low,Compensation is close to the circle-rate benchmark and largely disbursed,3.53,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-013-293948,35.92,Medium,Only 35% of the sanctioned award has actually been disbursed,27.05,Low,Title is partial over fragmented holdings — objection risk at award,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-016-832685,26.07,Low,Compensation is close to the circle-rate benchmark and largely disbursed,5.66,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-017-938212,41.94,Medium,Only 35% of the sanctioned award has actually been disbursed,69.31,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-018-687163,47.34,Medium,Compensation sanctioned is 32% below the circle-rate benchmark,24.01,Low,"Clear title, no live litigation on record",1,0,1,100.0,High,Competing heirship claims over the same parcel
